Cultivo,Ubicaciones,Rendimiento,Tamaño,Fertilizantes
Raf,La Mojonera,6.58,2,True
rosa,El Ejido,4.15,2,False
 de pera,Campohermoso,2.07,3,True
rosa,El Alquian,5.49,3,True
bola,Campohermoso,4.11,1,True
Raf,Campohermoso,8.84,1,True
rosa,El Alquian,7.63,3,False
bola,Nijar,1.94,1,False
cherry,Nijar,2.17,2,True
 de pera,Campohermoso,6.07,1,False
Raf,El Alquian,7.44,4,True
bola,Campohermoso,6.91,2,True
Raf,La Mojonera,7.28,3,False
Raf,Campohermoso,7.3,4,True
rosa,Campohermoso,4.95,1,True
cherry,El Ejido,4.4,3,True
Raf,El Ejido,7.21,2,False
cherry,La Mojonera,0.17,2,True
kumato,El Ejido,8.33,4,False
cherry,Nijar,3.8,1,True
bola,La Mojonera,7.09,2,True
rosa,Nijar,2.26,3,True
rosa,Campohermoso,5.94,2,False
verde,Campohermoso,1.96,2,True
verde,El Alquian,6.16,2,True
 de pera,La Mojonera,2.17,2,True
bola,Nijar,5.92,3,False
corazon de buey,La Mojonera,3.31,2,True
corazon de buey,Nijar,1.09,1,False
verde,El Alquian,6.26,3,False
bola,La Mojonera,2.44,2,True
kumato,Nijar,4.17,2,True
 de pera,Campohermoso,7.74,1,False
 de pera,La Mojonera,6.14,4,False
cherry,El Ejido,8.28,3,False
 de pera,Nijar,0.24,2,False
 de pera,Nijar,1.93,3,False
corazon de buey,Nijar,9.51,2,False
 de pera,Nijar,0.94,4,False
bola,Nijar,0.99,2,True
 de pera,El Ejido,1.54,2,False
cherry,El Ejido,3.69,1,False
Raf,El Ejido,8.49,1,True
verde,La Mojonera,6.13,4,True
Raf,El Alquian,2.52,3,False
kumato,La Mojonera,9.95,2,False
verde,El Ejido,5.88,2,False
verde,Nijar,6.72,1,False
corazon de buey,La Mojonera,4.08,2,False
cherry,Campohermoso,9.64,4,False
Raf,Nijar,2.99,4,False
rosa,Campohermoso,0.94,4,True
corazon de buey,Campohermoso,7.26,4,True
Raf,Campohermoso,5.54,2,False
cherry,Campohermoso,0.39,2,True
corazon de buey,Campohermoso,0.72,2,True
kumato,La Mojonera,6.22,1,False
rosa,El Ejido,3.69,1,True
corazon de buey,Nijar,4.61,3,False
corazon de buey,La Mojonera,0.3,1,True
Raf,Nijar,7.82,2,False
rosa,La Mojonera,6.82,3,True
kumato,El Alquian,9.61,1,False
kumato,La Mojonera,6.13,3,True
verde,Campohermoso,2.09,2,True
rosa,La Mojonera,4.12,2,False
verde,El Alquian,1.48,2,False
bola,El Alquian,8.71,4,False
kumato,Nijar,5.87,3,True
bola,La Mojonera,2.55,1,False
kumato,Campohermoso,2.57,4,True
verde,El Ejido,0.84,2,True
cherry,La Mojonera,7.92,4,True
corazon de buey,El Ejido,9.91,1,True
rosa,La Mojonera,6.74,4,True
kumato,El Alquian,6.84,1,True
 de pera,Nijar,6.54,2,False
cherry,El Alquian,2.61,2,True
corazon de buey,La Mojonera,1.63,3,True
Raf,Campohermoso,7.32,2,True
Raf,El Alquian,5.74,4,False
corazon de buey,Campohermoso,0.43,2,True
 de pera,Nijar,5.91,2,False
bola,Nijar,7.06,3,True
verde,El Alquian,1.04,1,False
verde,Nijar,2.43,4,False
kumato,Campohermoso,8.95,1,False
cherry,Campohermoso,9.45,4,True
bola,Nijar,7.18,4,False
verde,Nijar,5.58,3,True
Raf,Campohermoso,2.37,1,True
 de pera,El Ejido,4.23,4,True
 de pera,El Alquian,7.73,1,False
corazon de buey,El Ejido,9.24,1,False
corazon de buey,La Mojonera,6.11,4,True
corazon de buey,Nijar,8.85,1,True
corazon de buey,Nijar,6.52,4,False
bola,La Mojonera,6.05,1,True
rosa,Campohermoso,5.92,4,False
Raf,El Ejido,8.55,1,True
 de pera,El Alquian,2.74,2,False
verde,Campohermoso,4.95,4,True
bola,Campohermoso,8.09,4,False
 de pera,El Ejido,4.34,1,False
bola,La Mojonera,8.77,3,False
rosa,Nijar,3.97,2,False
kumato,La Mojonera,5.29,2,True
cherry,Nijar,6.56,1,True
 de pera,El Ejido,4.08,4,False
 de pera,La Mojonera,0.85,3,True
bola,Nijar,2.64,1,False
bola,Nijar,8.93,4,True
Raf,La Mojonera,3.86,3,False
 de pera,El Ejido,0.32,1,True
bola,El Alquian,0.48,4,True
corazon de buey,El Alquian,7.45,4,True
corazon de buey,Campohermoso,5.05,1,False
bola,Campohermoso,0.5,2,False
rosa,Campohermoso,2.06,4,False
corazon de buey,Campohermoso,1.1,1,False
verde,El Ejido,3.6,4,False
kumato,Nijar,4.97,2,False
kumato,El Ejido,1.8,3,False
cherry,La Mojonera,2.31,3,False
bola,Nijar,1.27,4,True
bola,La Mojonera,8.11,4,False
corazon de buey,Campohermoso,9.71,2,True
verde,Nijar,5.74,1,False
kumato,Campohermoso,6.64,4,True
Raf,Nijar,4.19,3,False
corazon de buey,La Mojonera,2.92,1,True
verde,El Ejido,9.37,1,False
kumato,Campohermoso,2.04,3,False
corazon de buey,Campohermoso,3.68,1,True
bola,Nijar,2.42,1,False
 de pera,Nijar,8.85,2,True
cherry,La Mojonera,2.8,1,True
bola,Campohermoso,3.68,2,False
rosa,El Alquian,0.41,3,True
corazon de buey,La Mojonera,5.84,3,False
verde,Nijar,0.14,4,True
bola,Campohermoso,6.0,1,False
Raf,La Mojonera,6.28,4,True
rosa,Campohermoso,8.36,1,False
 de pera,Campohermoso,4.13,3,True
cherry,El Alquian,8.02,2,False
kumato,Campohermoso,8.78,2,False
bola,El Ejido,4.97,3,False
 de pera,El Alquian,3.61,4,False
Raf,El Ejido,9.87,1,True
corazon de buey,La Mojonera,6.87,3,False
 de pera,El Ejido,8.83,3,False
rosa,Campohermoso,9.0,4,False
bola,La Mojonera,6.14,4,True
Raf,Nijar,4.66,2,True
bola,La Mojonera,9.83,2,True
verde,Nijar,0.67,2,False
verde,El Alquian,9.23,2,True
kumato,El Alquian,3.29,1,True
bola,El Ejido,0.8,1,False
Raf,Nijar,1.0,3,False
 de pera,Campohermoso,9.67,1,True
rosa,Nijar,9.72,2,True
rosa,El Ejido,7.4,1,False
 de pera,El Alquian,5.19,2,True
bola,La Mojonera,3.74,3,False
Raf,Campohermoso,5.44,1,False
Raf,La Mojonera,4.94,3,False
rosa,La Mojonera,2.5,4,True
bola,Nijar,3.41,4,False
kumato,El Alquian,4.35,2,False
verde,Campohermoso,8.79,4,False
cherry,El Alquian,6.42,2,True
cherry,El Ejido,4.5,1,False
corazon de buey,El Alquian,4.16,4,True
Raf,El Alquian,5.07,1,True
verde,El Ejido,7.74,1,True
corazon de buey,Campohermoso,2.96,1,False
kumato,Nijar,5.62,2,True
cherry,El Alquian,8.89,1,False
 de pera,Campohermoso,2.6,3,False
 de pera,La Mojonera,4.2,4,False
bola,El Ejido,6.42,3,True
rosa,Nijar,4.71,2,False
verde,El Alquian,0.57,2,False
Raf,El Alquian,3.93,2,False
bola,La Mojonera,9.71,2,False
cherry,El Ejido,1.26,3,True
rosa,El Alquian,7.8,4,False
rosa,El Ejido,5.14,2,True
 de pera,La Mojonera,3.98,2,False
kumato,Campohermoso,8.44,3,False
bola,La Mojonera,7.42,4,True
verde,La Mojonera,6.76,4,False
kumato,Campohermoso,2.99,1,False
rosa,La Mojonera,6.38,2,False
verde,Nijar,6.15,3,True
kumato,El Alquian,0.41,3,True
bola,El Alquian,8.21,3,False
corazon de buey,Campohermoso,6.68,2,False
bola,Nijar,1.25,3,False
rosa,Nijar,5.47,3,True
cherry,Campohermoso,7.76,1,False
corazon de buey,El Ejido,6.94,1,True
 de pera,El Alquian,8.53,1,False
rosa,Nijar,6.13,2,True
bola,Nijar,8.58,2,True
Raf,Nijar,9.26,1,False
kumato,Campohermoso,6.62,1,False
corazon de buey,Nijar,9.82,3,True
cherry,El Ejido,5.7,3,False
rosa,La Mojonera,3.37,3,True
corazon de buey,El Alquian,6.53,4,True
bola,El Alquian,6.24,4,True
cherry,El Ejido,2.8,1,False
kumato,La Mojonera,5.82,4,True
verde,El Ejido,5.98,1,False
kumato,Nijar,2.89,2,True
verde,La Mojonera,9.61,3,False
verde,La Mojonera,1.09,1,False
cherry,El Alquian,2.05,2,True
verde,El Ejido,4.74,2,False
 de pera,La Mojonera,5.3,4,True
 de pera,El Alquian,5.88,2,True
bola,El Alquian,4.59,3,False
verde,Nijar,2.25,4,True
corazon de buey,La Mojonera,5.16,3,True
corazon de buey,El Alquian,8.82,3,True
kumato,Campohermoso,5.12,3,False
corazon de buey,El Alquian,1.5,1,False
rosa,La Mojonera,2.19,4,False
rosa,El Ejido,3.53,3,False
cherry,Nijar,7.76,1,True
bola,Nijar,4.18,2,False
verde,Campohermoso,6.75,2,False
rosa,El Alquian,9.33,3,False
rosa,El Ejido,7.3,4,True
rosa,El Alquian,6.83,3,False
 de pera,El Alquian,8.24,3,False
bola,El Ejido,1.11,1,True
bola,Nijar,7.84,3,True
kumato,El Ejido,2.21,3,False
 de pera,El Alquian,7.72,2,True
Raf,El Ejido,5.77,2,False
cherry,Nijar,2.62,2,True
verde,Nijar,8.37,1,True
kumato,Nijar,8.92,3,True
bola,Campohermoso,7.1,2,False
corazon de buey,El Alquian,5.04,4,True
cherry,Campohermoso,5.21,1,False
bola,Campohermoso,2.33,4,True
Raf,Nijar,7.61,2,True
cherry,El Alquian,7.49,2,False
bola,Nijar,3.99,4,False
verde,La Mojonera,1.85,4,False
bola,El Ejido,5.21,4,False
 de pera,El Alquian,2.83,4,True
cherry,Campohermoso,9.27,3,False
kumato,El Ejido,3.56,2,True
rosa,El Ejido,6.66,2,True
rosa,La Mojonera,5.27,2,True
cherry,Nijar,1.33,4,False
cherry,Campohermoso,3.39,2,True
Raf,El Alquian,6.4,4,False
rosa,El Alquian,2.39,2,False
 de pera,La Mojonera,5.71,3,False
rosa,Campohermoso,7.32,2,True
verde,La Mojonera,0.66,4,True
rosa,El Alquian,6.0,3,False
corazon de buey,La Mojonera,7.77,4,True
cherry,El Alquian,2.89,1,False
rosa,El Alquian,1.64,4,False
corazon de buey,Nijar,5.51,2,True
Raf,La Mojonera,0.33,4,True
cherry,La Mojonera,2.34,2,True
verde,Nijar,0.04,2,True
rosa,Nijar,4.05,2,False
corazon de buey,La Mojonera,3.66,3,False
Raf,La Mojonera,8.53,3,True
 de pera,Campohermoso,8.18,3,True
verde,El Alquian,0.9,2,False
cherry,El Ejido,7.68,4,False
cherry,El Alquian,4.31,1,True
verde,El Alquian,4.27,4,False
bola,Campohermoso,5.53,1,True
corazon de buey,El Ejido,8.42,4,True
cherry,Campohermoso,3.7,3,True
corazon de buey,Nijar,6.46,1,True
cherry,Campohermoso,7.3,3,False
kumato,Campohermoso,8.12,4,True
Raf,El Alquian,1.49,4,True
 de pera,Campohermoso,7.34,3,True
bola,Campohermoso,2.11,1,False
cherry,La Mojonera,7.21,2,False
 de pera,El Ejido,5.75,1,False
rosa,El Ejido,2.45,1,True
corazon de buey,Nijar,6.71,3,True
rosa,El Alquian,8.89,1,True
bola,La Mojonera,9.34,4,False
kumato,Campohermoso,8.99,4,False
 de pera,Nijar,0.42,1,False
kumato,Nijar,9.45,2,False
cherry,El Alquian,2.46,2,False
rosa,La Mojonera,8.61,4,True
corazon de buey,Nijar,8.71,2,True
corazon de buey,Campohermoso,7.33,2,True
verde,El Alquian,0.21,2,True
corazon de buey,El Alquian,8.66,1,False
Raf,Campohermoso,4.89,4,False
Raf,La Mojonera,6.0,1,False
corazon de buey,El Ejido,4.57,2,False
bola,El Ejido,2.0,1,False
corazon de buey,El Alquian,5.3,2,False
bola,Nijar,5.86,4,True
kumato,Nijar,4.09,3,True
rosa,Nijar,9.59,4,False
kumato,Nijar,1.36,4,False
kumato,La Mojonera,5.53,2,False
corazon de buey,El Alquian,2.29,3,True
cherry,Nijar,0.52,1,True
bola,La Mojonera,5.9,1,False
verde,Campohermoso,3.18,2,False
bola,El Alquian,4.78,4,False
rosa,Campohermoso,6.33,3,True
bola,La Mojonera,1.28,3,False
verde,La Mojonera,5.48,4,True
kumato,La Mojonera,1.41,3,True
 de pera,Nijar,1.13,1,True
bola,La Mojonera,9.98,3,True
Raf,El Alquian,7.13,3,True
kumato,El Alquian,0.51,2,False
verde,Campohermoso,7.66,2,True
rosa,La Mojonera,6.16,2,True
Raf,El Ejido,1.2,2,True
kumato,El Ejido,4.59,2,False
cherry,El Ejido,7.49,2,False
cherry,El Ejido,1.1,3,True
rosa,La Mojonera,4.77,3,False
corazon de buey,El Alquian,9.77,1,False
verde,El Ejido,3.33,2,True
rosa,El Ejido,1.4,2,True
cherry,Campohermoso,2.5,2,False
verde,Nijar,3.93,1,False
rosa,Campohermoso,4.3,3,True
kumato,Nijar,8.36,1,True
kumato,Nijar,3.66,1,False
 de pera,El Alquian,8.25,1,True
cherry,Nijar,8.44,2,False
cherry,Campohermoso,8.51,4,True
Raf,El Alquian,9.35,4,True
rosa,El Ejido,0.87,1,True
rosa,Campohermoso,6.46,1,True
cherry,La Mojonera,3.11,1,False
Raf,Campohermoso,9.4,2,True
Raf,Nijar,6.93,2,True
bola,Nijar,8.32,1,True
verde,El Alquian,5.85,1,False
 de pera,Campohermoso,1.04,1,False
bola,Campohermoso,9.53,3,False
 de pera,El Ejido,7.3,3,True
verde,Nijar,9.07,2,True
kumato,El Alquian,4.49,2,False
cherry,El Ejido,3.46,3,False
bola,El Alquian,6.66,1,True
Raf,El Ejido,4.83,4,False
verde,El Alquian,0.6,1,True
Raf,La Mojonera,1.55,2,True
cherry,Campohermoso,6.01,1,True
rosa,Nijar,1.36,2,False
bola,El Alquian,0.66,4,True
bola,Campohermoso,4.48,4,False
kumato,Campohermoso,5.83,2,False
 de pera,Nijar,5.89,2,False
kumato,Campohermoso,6.99,1,True
rosa,El Alquian,8.95,2,False
corazon de buey,Nijar,0.9,2,True
bola,Nijar,8.35,1,False
cherry,Nijar,0.68,4,False
verde,El Ejido,7.88,2,True
verde,Campohermoso,8.42,3,False
Raf,Campohermoso,1.93,3,False
verde,Nijar,9.68,1,True
bola,Campohermoso,4.36,2,False
cherry,Campohermoso,4.84,3,False
rosa,El Alquian,6.77,2,False
 de pera,La Mojonera,0.2,3,False
Raf,El Ejido,9.21,4,False
cherry,El Ejido,8.74,3,False
rosa,Nijar,2.1,4,True
rosa,La Mojonera,7.7,1,False
 de pera,Campohermoso,8.59,1,False
kumato,Nijar,7.01,1,True
Raf,Nijar,1.15,1,True
corazon de buey,Campohermoso,6.51,1,False
rosa,El Alquian,4.07,3,True
Raf,Campohermoso,6.33,4,True
rosa,El Alquian,8.59,1,True
bola,El Alquian,6.15,2,True
corazon de buey,El Ejido,8.37,3,True
bola,La Mojonera,4.55,2,False
 de pera,Campohermoso,8.65,4,False
cherry,La Mojonera,1.95,2,True
kumato,El Ejido,6.86,2,True
kumato,El Alquian,5.58,1,False
Raf,El Ejido,6.61,1,True
cherry,La Mojonera,6.34,1,True
Raf,Nijar,5.88,2,True
corazon de buey,Campohermoso,7.91,1,True
verde,La Mojonera,4.39,3,False
cherry,Campohermoso,0.79,4,False
kumato,La Mojonera,9.4,2,True
Raf,Campohermoso,9.19,3,True
kumato,La Mojonera,3.21,3,True
verde,Campohermoso,4.85,2,False
verde,El Alquian,6.07,1,False
bola,El Ejido,8.52,4,True
verde,La Mojonera,2.99,3,True
corazon de buey,La Mojonera,4.8,1,False
verde,Nijar,0.16,4,False
cherry,Campohermoso,3.82,2,True
 de pera,Campohermoso,0.45,1,False
rosa,La Mojonera,4.27,2,True
verde,El Alquian,2.31,2,True
 de pera,Nijar,4.46,3,True
kumato,El Ejido,2.87,3,False
bola,Nijar,2.74,1,False
Raf,La Mojonera,1.18,3,True
cherry,Campohermoso,5.0,4,True
Raf,La Mojonera,1.24,3,True
Raf,Nijar,3.13,3,True
 de pera,Nijar,9.2,2,False
 de pera,La Mojonera,7.98,1,True
rosa,El Alquian,5.75,4,True
Raf,Campohermoso,6.95,3,False
rosa,Campohermoso,0.22,1,True
bola,El Alquian,4.3,4,False
cherry,Campohermoso,5.13,3,True
 de pera,El Ejido,3.94,2,True
Raf,El Alquian,5.6,1,True
 de pera,La Mojonera,6.1,2,False
corazon de buey,Campohermoso,0.86,4,True
cherry,El Alquian,7.85,1,False
rosa,El Ejido,7.04,4,False
corazon de buey,La Mojonera,8.11,3,True
corazon de buey,Nijar,5.33,1,True
corazon de buey,Nijar,7.21,1,True
kumato,Nijar,7.43,3,False
verde,Campohermoso,5.14,3,False
cherry,Campohermoso,4.4,3,False
Raf,El Ejido,4.42,1,False
verde,Campohermoso,0.52,1,True
Raf,El Ejido,9.34,3,False
Raf,La Mojonera,0.94,3,True
verde,El Ejido,0.94,1,True
corazon de buey,El Ejido,3.87,2,True
rosa,El Alquian,0.01,3,True
rosa,La Mojonera,0.54,2,False
corazon de buey,Nijar,5.72,1,True
 de pera,El Alquian,7.41,1,True
 de pera,Nijar,1.53,4,False
verde,Campohermoso,1.59,4,False
kumato,Campohermoso,0.07,3,False
verde,Campohermoso,3.33,3,True
bola,El Ejido,8.36,4,False
bola,El Ejido,5.1,3,True
verde,La Mojonera,9.85,1,True
corazon de buey,El Ejido,6.96,1,True
corazon de buey,Campohermoso,0.02,1,True
corazon de buey,La Mojonera,2.02,3,False
 de pera,Nijar,6.15,2,False
verde,La Mojonera,9.54,2,False
bola,El Alquian,0.91,2,True
kumato,Campohermoso,9.89,4,False
corazon de buey,El Ejido,8.34,4,False
verde,Campohermoso,9.06,4,False
cherry,Campohermoso,6.6,1,False
verde,Nijar,6.09,2,True
kumato,El Ejido,1.81,3,False
bola,Campohermoso,6.38,2,True
cherry,Campohermoso,1.0,2,False
bola,La Mojonera,2.33,4,False
kumato,El Ejido,5.59,4,False
kumato,Nijar,0.08,2,True
kumato,El Alquian,4.4,2,True
corazon de buey,Campohermoso,0.71,1,True
verde,Campohermoso,0.95,4,False
rosa,El Ejido,1.31,2,False
bola,El Ejido,4.57,1,False
rosa,Campohermoso,0.05,1,False
cherry,La Mojonera,4.48,3,False
corazon de buey,Campohermoso,4.28,1,True
verde,La Mojonera,5.8,1,True
cherry,La Mojonera,4.88,2,True
rosa,Nijar,8.25,2,True
rosa,El Ejido,2.67,1,False
rosa,La Mojonera,7.82,4,False
 de pera,El Alquian,1.95,3,False
bola,El Ejido,6.5,4,False
kumato,La Mojonera,4.44,4,False
bola,El Ejido,7.29,4,False
 de pera,El Ejido,4.23,1,False
rosa,El Alquian,1.12,3,True
 de pera,El Ejido,2.18,3,False
cherry,El Ejido,8.13,3,False
 de pera,El Alquian,9.64,3,True
 de pera,La Mojonera,0.77,1,False
corazon de buey,El Alquian,6.27,4,False
 de pera,El Alquian,1.8,2,False
corazon de buey,Campohermoso,0.13,1,True
kumato,Campohermoso,2.2,4,True
kumato,El Ejido,1.72,4,False
corazon de buey,La Mojonera,2.4,3,False
bola,El Alquian,5.39,3,False
corazon de buey,La Mojonera,9.82,3,False
verde,El Alquian,6.81,4,False
rosa,Campohermoso,0.39,3,True
Raf,La Mojonera,4.58,1,False
corazon de buey,Campohermoso,2.25,1,True
verde,Nijar,0.23,4,False
corazon de buey,Campohermoso,4.37,2,False
cherry,Nijar,1.41,3,True
bola,El Alquian,4.88,1,False
Raf,El Alquian,3.59,4,False
cherry,El Ejido,5.57,1,False
rosa,La Mojonera,6.56,1,False
bola,Nijar,7.42,2,False
cherry,La Mojonera,4.25,2,True
Raf,El Ejido,4.43,3,False
verde,Campohermoso,7.77,1,False
rosa,Nijar,4.47,1,False
kumato,El Ejido,8.27,1,False
Raf,El Ejido,3.21,2,True
 de pera,El Alquian,1.9,3,False
bola,Campohermoso,7.19,3,False
verde,El Alquian,4.53,1,False
Raf,Campohermoso,0.66,2,True
bola,El Alquian,4.86,3,False
cherry,El Alquian,0.14,2,True
verde,La Mojonera,0.35,3,True
cherry,La Mojonera,9.18,1,True
rosa,Campohermoso,5.16,1,False
Raf,El Alquian,2.46,4,False
kumato,Nijar,8.45,3,True
Raf,La Mojonera,3.36,4,False
 de pera,El Alquian,4.0,3,True
verde,Campohermoso,0.09,3,False
Raf,Nijar,0.49,4,True
 de pera,El Ejido,9.22,2,True
 de pera,El Alquian,7.87,3,False
rosa,Nijar,9.15,3,True
bola,La Mojonera,1.03,2,False
Raf,Nijar,2.96,2,False
bola,Nijar,2.19,2,False
corazon de buey,Campohermoso,4.63,1,True
cherry,La Mojonera,1.55,3,True
verde,La Mojonera,7.32,2,False
 de pera,Nijar,4.61,1,True
bola,Campohermoso,3.32,3,False
cherry,El Alquian,8.48,3,False
rosa,Campohermoso,5.5,3,False
 de pera,La Mojonera,1.38,2,True
 de pera,Campohermoso,2.07,1,True
 de pera,La Mojonera,0.08,2,True
verde,El Alquian,9.69,1,True
verde,El Ejido,5.67,4,False
kumato,Nijar,0.5,3,False
rosa,Nijar,9.22,3,False
rosa,Campohermoso,8.25,4,True
bola,La Mojonera,0.8,1,False
 de pera,La Mojonera,2.54,1,True
verde,Nijar,2.39,3,True
corazon de buey,Campohermoso,0.46,3,True
cherry,Campohermoso,8.2,3,False
 de pera,Nijar,2.72,4,False
Raf,El Alquian,1.58,4,False
kumato,Campohermoso,9.67,1,True
rosa,El Ejido,8.22,3,False
corazon de buey,El Ejido,7.82,2,False
cherry,Nijar,0.51,4,True
cherry,El Alquian,6.53,1,False
corazon de buey,La Mojonera,6.41,2,True
kumato,Nijar,9.11,1,True
 de pera,La Mojonera,2.74,4,False
bola,Nijar,3.74,3,True
 de pera,La Mojonera,9.19,4,True
bola,Campohermoso,3.9,2,False
verde,El Alquian,0.31,4,False
 de pera,La Mojonera,5.79,3,True
kumato,Nijar,3.61,1,True
corazon de buey,El Alquian,7.14,3,True
rosa,Nijar,5.09,4,False
corazon de buey,Nijar,8.29,2,True
rosa,Nijar,6.45,4,False
verde,Nijar,3.1,2,True
Raf,El Ejido,2.08,3,False
Raf,Nijar,9.26,3,True
rosa,El Alquian,8.32,4,False
 de pera,La Mojonera,5.25,1,False
cherry,El Alquian,1.37,2,True
 de pera,El Ejido,5.8,1,False
verde,El Ejido,9.14,1,False
corazon de buey,La Mojonera,4.26,2,False
Raf,Nijar,4.76,4,True
cherry,El Alquian,6.38,3,True
verde,La Mojonera,2.67,1,False
kumato,El Ejido,0.88,2,False
 de pera,La Mojonera,7.47,2,False
rosa,El Alquian,3.73,1,True
kumato,El Alquian,8.97,1,True
kumato,Campohermoso,6.61,3,False
cherry,El Alquian,8.63,4,True
 de pera,El Ejido,1.9,2,False
 de pera,El Ejido,8.68,1,False
verde,Campohermoso,2.75,4,False
cherry,El Ejido,4.01,4,True
corazon de buey,Campohermoso,4.34,4,False
kumato,El Alquian,8.05,2,True
Raf,Nijar,3.67,1,False
 de pera,El Alquian,4.37,3,False
rosa,El Alquian,8.61,3,False
bola,Nijar,2.72,3,False
corazon de buey,La Mojonera,2.1,1,True
 de pera,El Ejido,6.4,3,True
rosa,Campohermoso,9.64,2,True
 de pera,El Alquian,2.64,4,True
Raf,Nijar,8.74,1,False
bola,Nijar,0.56,2,False
bola,El Alquian,5.56,3,True
corazon de buey,El Alquian,9.08,4,False
kumato,Campohermoso,8.17,4,True
corazon de buey,La Mojonera,0.85,1,True
corazon de buey,El Alquian,1.48,3,False
kumato,Campohermoso,6.15,2,True
cherry,El Ejido,4.51,2,True
verde,El Alquian,3.09,2,True
cherry,Campohermoso,5.75,4,True
 de pera,El Alquian,8.94,2,True
corazon de buey,El Alquian,3.15,1,False
kumato,La Mojonera,5.98,4,False
rosa,El Alquian,1.44,4,False
Raf,Campohermoso,1.68,2,True
cherry,Nijar,7.87,2,False
verde,Campohermoso,6.42,3,True
kumato,Nijar,2.88,1,True
 de pera,El Ejido,2.56,4,True
bola,Nijar,3.68,1,False
kumato,El Ejido,7.72,2,True
Raf,Campohermoso,9.96,3,True
 de pera,La Mojonera,7.31,1,True
corazon de buey,La Mojonera,0.27,1,False
verde,El Ejido,8.65,2,True
cherry,Campohermoso,7.61,1,False
rosa,Nijar,0.73,4,False
rosa,La Mojonera,1.15,2,False
Raf,Campohermoso,5.67,2,False
verde,El Ejido,8.07,4,False
Raf,El Ejido,7.6,2,False
Raf,La Mojonera,1.21,1,False
rosa,El Alquian,5.03,4,True
cherry,Campohermoso,5.39,2,True
kumato,Nijar,6.18,1,True
rosa,Nijar,9.0,1,False
corazon de buey,Nijar,7.34,3,False
 de pera,Campohermoso,2.56,1,True
corazon de buey,El Ejido,6.8,4,False
corazon de buey,El Ejido,3.6,4,False
bola,El Alquian,8.25,2,True
kumato,La Mojonera,2.93,4,False
kumato,Nijar,1.59,3,False
 de pera,El Ejido,0.66,1,False
kumato,El Ejido,1.8,3,False
verde,El Ejido,7.26,4,True
Raf,El Ejido,3.65,3,False
Raf,El Ejido,2.61,1,False
corazon de buey,El Alquian,9.31,2,True
Raf,Nijar,8.63,2,False
verde,Campohermoso,4.34,2,False
 de pera,El Alquian,8.08,4,False
kumato,La Mojonera,6.57,3,False
Raf,Campohermoso,2.19,1,True
verde,Campohermoso,2.02,2,False
rosa,La Mojonera,0.13,2,False
 de pera,El Ejido,1.75,2,False
kumato,La Mojonera,9.08,3,True
 de pera,Campohermoso,4.14,2,True
rosa,Nijar,2.65,3,True
bola,Nijar,5.46,3,False
Raf,La Mojonera,3.65,3,True
corazon de buey,Nijar,6.82,2,False
Raf,La Mojonera,2.28,4,False
 de pera,El Alquian,9.05,3,True
kumato,El Alquian,5.57,2,False
kumato,El Ejido,6.24,2,False
kumato,El Ejido,0.29,3,True
cherry,Nijar,4.31,2,False
corazon de buey,Campohermoso,2.01,1,False
corazon de buey,Nijar,5.54,1,True
rosa,El Alquian,3.02,1,True
 de pera,El Ejido,8.8,2,False
verde,Campohermoso,7.2,2,True
 de pera,Campohermoso,4.89,4,False
kumato,El Ejido,0.48,1,False
rosa,El Alquian,6.65,1,False
kumato,El Alquian,2.53,1,True
rosa,Campohermoso,8.01,1,True
cherry,El Ejido,8.91,2,False
corazon de buey,Campohermoso,9.86,1,False
cherry,El Alquian,0.25,2,False
cherry,El Alquian,0.2,3,True
corazon de buey,Campohermoso,7.24,4,False
kumato,Campohermoso,4.33,2,False
rosa,La Mojonera,2.92,4,False
cherry,Campohermoso,1.09,3,True
bola,La Mojonera,2.25,4,True
rosa,El Ejido,1.99,1,False
rosa,La Mojonera,8.39,2,True
kumato,La Mojonera,3.03,2,True
cherry,El Alquian,1.38,3,False
cherry,Campohermoso,1.73,4,True
Raf,Campohermoso,0.3,4,False
verde,La Mojonera,6.91,3,True
corazon de buey,El Alquian,4.46,2,True
corazon de buey,El Alquian,9.76,3,False
corazon de buey,Campohermoso,5.9,2,False
corazon de buey,La Mojonera,9.7,3,True
cherry,El Ejido,9.51,2,True
rosa,Nijar,1.44,3,True
verde,La Mojonera,0.28,3,False
rosa,El Ejido,0.55,2,False
cherry,El Alquian,2.72,2,False
bola,El Alquian,2.84,2,True
verde,La Mojonera,8.93,3,True
cherry,Nijar,6.37,2,False
cherry,El Alquian,9.37,1,False
cherry,El Alquian,9.31,1,False
rosa,El Alquian,6.33,3,False
bola,Campohermoso,7.59,1,True
 de pera,Campohermoso,0.48,2,False
kumato,Nijar,1.07,4,True
verde,Campohermoso,3.05,1,True
kumato,El Alquian,0.77,2,True
rosa,Nijar,0.09,4,False
cherry,El Ejido,3.69,2,True
bola,El Ejido,0.52,3,False
rosa,El Alquian,4.19,1,False
 de pera,Nijar,3.01,1,True
 de pera,La Mojonera,5.08,4,True
 de pera,El Alquian,0.97,3,False
 de pera,Campohermoso,7.75,3,False
verde,La Mojonera,8.43,2,True
 de pera,El Alquian,9.97,4,True
bola,El Alquian,3.93,1,True
bola,Campohermoso,1.53,2,False
bola,El Ejido,7.21,1,True
 de pera,La Mojonera,6.86,1,True
