Cultivo,Ubicación,Tamaño,Rendimiento,Fertilizantes
maíz,Murcia,Grande,4.81,True
banano,Murcia,Grande,1.09,False
café,Valencia,Mediana,2.51,False
café,Valencia,Pequeña,7.94,False
café,Murcia,Grande,1.82,False
café,Valencia,Grande,7.42,True
trigo,Murcia,Pequeña,3.46,False
maíz,Valencia,Pequeña,2.91,False
maíz,Valencia,Mediana,2.24,False
trigo,Valencia,Grande,9.99,True
arroz,Canarias,Mediana,3.38,True
arroz,Almeria,Grande,1.95,False
arroz,Almeria,Grande,8.64,True
banano,Almeria,Grande,7.64,False
arroz,Canarias,Grande,2.86,False
maíz,Valencia,Mediana,4.08,True
arroz,Granada,Mediana,5.22,False
café,Canarias,Mediana,3.57,False
banano,Valencia,Mediana,5.56,True
cacao,Murcia,Pequeña,1.0,True
maíz,Canarias,Pequeña,5.02,True
café,Granada,Grande,7.98,True
café,Granada,Grande,4.29,True
maíz,Canarias,Pequeña,7.1,True
maíz,Granada,Pequeña,5.71,True
cacao,Murcia,Mediana,1.52,True
arroz,Almeria,Mediana,1.65,False
arroz,Granada,Mediana,8.96,True
cacao,Almeria,Pequeña,7.44,False
café,Almeria,Mediana,5.74,False
trigo,Valencia,Grande,5.42,False
maíz,Almeria,Grande,2.81,True
maíz,Canarias,Grande,1.64,False
banano,Murcia,Grande,9.41,False
cacao,Granada,Grande,9.99,True
trigo,Murcia,Pequeña,9.8,False
trigo,Murcia,Grande,1.17,False
trigo,Murcia,Grande,9.12,False
arroz,Granada,Mediana,5.68,False
maíz,Valencia,Pequeña,1.96,True
cacao,Valencia,Grande,6.03,False
maíz,Canarias,Pequeña,2.11,False
cacao,Granada,Grande,5.64,False
banano,Canarias,Grande,5.45,False
banano,Murcia,Grande,6.25,True
trigo,Canarias,Pequeña,5.79,False
arroz,Granada,Grande,7.65,True
maíz,Canarias,Grande,6.46,True
maíz,Granada,Mediana,9.99,True
trigo,Canarias,Pequeña,7.51,False
banano,Granada,Mediana,8.31,True
cacao,Murcia,Pequeña,6.87,True
café,Almeria,Pequeña,3.29,True
maíz,Almeria,Grande,2.32,False
maíz,Granada,Grande,3.39,False
maíz,Valencia,Mediana,4.68,True
trigo,Murcia,Grande,7.62,True
banano,Almeria,Grande,3.6,True
café,Canarias,Grande,7.66,True
maíz,Almeria,Pequeña,3.79,False
trigo,Valencia,Pequeña,8.75,True
arroz,Murcia,Grande,9.95,False
maíz,Murcia,Mediana,9.42,True
maíz,Granada,Grande,8.81,False
maíz,Canarias,Mediana,4.82,True
maíz,Granada,Mediana,3.32,False
cacao,Murcia,Grande,5.79,True
café,Murcia,Grande,5.89,True
maíz,Murcia,Pequeña,6.92,True
café,Almeria,Pequeña,1.89,False
arroz,Granada,Pequeña,5.79,True
cacao,Valencia,Grande,7.81,True
café,Almeria,Mediana,4.36,False
café,Almeria,Mediana,2.13,False
cacao,Granada,Mediana,8.76,True
arroz,Granada,Grande,5.19,False
maíz,Canarias,Grande,3.45,True
banano,Murcia,Mediana,1.7,True
trigo,Granada,Mediana,2.48,True
maíz,Granada,Pequeña,5.25,False
trigo,Murcia,Grande,5.14,False
café,Granada,Pequeña,9.68,False
cacao,Valencia,Pequeña,4.62,False
cacao,Canarias,Mediana,7.3,True
trigo,Almeria,Mediana,1.88,True
banano,Granada,Pequeña,7.37,True
maíz,Valencia,Pequeña,7.59,True
trigo,Murcia,Grande,9.98,False
café,Murcia,Pequeña,9.22,False
café,Granada,Grande,3.62,True
banano,Almeria,Mediana,8.65,True
café,Canarias,Pequeña,8.67,False
café,Murcia,Pequeña,7.98,True
café,Granada,Mediana,9.7,True
maíz,Canarias,Grande,4.49,True
banano,Murcia,Grande,8.66,False
café,Almeria,Mediana,9.53,False
arroz,Canarias,Mediana,9.38,False
café,Granada,Pequeña,4.81,True
trigo,Valencia,Grande,1.5,False
banano,Granada,Mediana,2.56,True
banano,Murcia,Mediana,8.13,False
banano,Valencia,Mediana,2.67,False
cacao,Almeria,Mediana,1.01,False
cacao,Almeria,Grande,5.91,True
maíz,Valencia,Grande,9.88,True
maíz,Almeria,Mediana,6.23,False
trigo,Almeria,Pequeña,8.49,True
café,Murcia,Grande,5.24,False
café,Canarias,Grande,6.04,False
banano,Valencia,Mediana,2.38,True
trigo,Granada,Mediana,3.1,True
arroz,Canarias,Grande,1.13,True
trigo,Almeria,Pequeña,8.64,False
maíz,Canarias,Mediana,7.59,True
maíz,Almeria,Pequeña,8.02,False
arroz,Granada,Grande,4.85,False
banano,Almeria,Grande,9.19,False
maíz,Murcia,Pequeña,6.96,False
banano,Granada,Mediana,3.78,True
banano,Valencia,Pequeña,1.46,True
cacao,Granada,Grande,5.48,True
maíz,Almeria,Mediana,9.8,False
trigo,Granada,Pequeña,7.0,True
trigo,Almeria,Pequeña,3.91,True
maíz,Murcia,Pequeña,3.71,False
café,Almeria,Mediana,7.94,False
arroz,Valencia,Grande,2.67,False
trigo,Murcia,Grande,7.49,True
trigo,Murcia,Mediana,3.46,False
arroz,Granada,Grande,7.98,False
banano,Valencia,Mediana,8.54,False
café,Granada,Grande,8.38,True
maíz,Valencia,Grande,5.23,True
banano,Valencia,Grande,1.87,False
café,Valencia,Pequeña,8.19,True
arroz,Canarias,Mediana,3.85,False
arroz,Almeria,Grande,9.53,True
arroz,Murcia,Mediana,3.17,False
café,Murcia,Mediana,1.16,True
café,Murcia,Mediana,5.45,True
banano,Almeria,Grande,4.25,False
banano,Valencia,Pequeña,5.87,True
café,Granada,Pequeña,6.87,False
cacao,Granada,Pequeña,3.19,False
arroz,Valencia,Mediana,1.66,False
café,Murcia,Grande,1.24,True
maíz,Valencia,Grande,6.07,False
café,Murcia,Mediana,8.48,True
trigo,Granada,Mediana,3.1,False
trigo,Murcia,Pequeña,7.92,False
banano,Granada,Pequeña,6.37,False
café,Canarias,Mediana,6.27,False
trigo,Granada,Pequeña,8.37,True
trigo,Almeria,Pequeña,7.64,False
maíz,Granada,Pequeña,3.48,True
cacao,Canarias,Mediana,9.25,False
cacao,Granada,Mediana,4.67,False
trigo,Murcia,Grande,6.02,False
arroz,Granada,Mediana,5.09,False
cacao,Murcia,Grande,9.88,False
café,Granada,Mediana,9.01,True
cacao,Murcia,Mediana,3.75,False
banano,Canarias,Pequeña,9.78,True
maíz,Almeria,Grande,9.22,False
trigo,Murcia,Mediana,9.07,True
café,Valencia,Grande,5.76,False
café,Almeria,Pequeña,5.5,True
arroz,Valencia,Pequeña,3.56,True
arroz,Granada,Grande,7.39,False
maíz,Granada,Pequeña,1.18,True
cacao,Granada,Mediana,8.21,True
maíz,Valencia,Pequeña,1.26,True
cacao,Canarias,Pequeña,2.85,True
trigo,Valencia,Pequeña,7.0,False
café,Canarias,Grande,4.91,False
cacao,Murcia,Pequeña,1.38,True
trigo,Almeria,Pequeña,9.32,False
trigo,Almeria,Grande,4.22,True
banano,Murcia,Grande,4.22,False
cacao,Almeria,Mediana,2.32,True
maíz,Almeria,Mediana,2.25,False
arroz,Valencia,Pequeña,1.22,True
café,Valencia,Grande,8.24,True
banano,Murcia,Pequeña,2.8,True
banano,Canarias,Grande,1.26,True
maíz,Almeria,Grande,8.63,False
arroz,Almeria,Pequeña,1.98,True
arroz,Canarias,Pequeña,5.85,True
trigo,Granada,Grande,9.59,True
café,Murcia,Pequeña,2.02,True
café,Granada,Grande,5.48,True
arroz,Granada,Mediana,2.51,False
arroz,Almeria,Grande,4.89,True
cacao,Granada,Grande,3.81,False
trigo,Granada,Pequeña,8.82,True
café,Almeria,Grande,4.92,True
cacao,Murcia,Grande,8.92,True
trigo,Almeria,Grande,3.05,True
cacao,Murcia,Grande,7.33,True
arroz,Murcia,Pequeña,4.75,True
arroz,Murcia,Mediana,3.52,True
cacao,Canarias,Mediana,8.34,False
arroz,Almeria,Grande,5.31,False
trigo,Canarias,Mediana,1.74,True
cacao,Canarias,Grande,4.6,True
café,Valencia,Grande,1.42,False
cacao,Canarias,Pequeña,8.55,False
cacao,Valencia,Mediana,5.01,False
café,Almeria,Grande,6.8,True
café,Granada,Grande,9.25,False
trigo,Almeria,Mediana,7.33,True
arroz,Granada,Mediana,1.91,False
café,Granada,Pequeña,2.65,False
café,Murcia,Grande,7.4,True
cacao,Valencia,Pequeña,3.63,True
trigo,Granada,Pequeña,7.93,False
café,Canarias,Mediana,2.83,False
arroz,Canarias,Pequeña,7.66,True
banano,Canarias,Grande,7.24,False
cacao,Granada,Pequeña,4.17,True
arroz,Valencia,Pequeña,7.96,True
café,Valencia,Mediana,6.12,False
banano,Murcia,Pequeña,6.71,True
banano,Granada,Mediana,2.33,False
cacao,Canarias,Mediana,2.6,False
cacao,Valencia,Grande,1.13,False
cacao,Canarias,Mediana,5.47,True
cacao,Granada,Mediana,5.74,True
arroz,Canarias,Mediana,7.12,True
café,Almeria,Mediana,5.55,True
banano,Murcia,Pequeña,8.67,True
banano,Granada,Pequeña,3.84,True
banano,Almeria,Mediana,4.29,False
café,Granada,Pequeña,4.35,True
café,Murcia,Grande,3.59,True
trigo,Canarias,Grande,4.34,False
trigo,Canarias,Grande,2.12,False
café,Almeria,Grande,8.12,False
trigo,Valencia,Grande,5.9,False
café,Valencia,Pequeña,2.39,False
cacao,Valencia,Grande,4.67,True
maíz,Canarias,Mediana,4.33,False
café,Canarias,Pequeña,6.69,True
trigo,Canarias,Grande,9.53,True
arroz,Murcia,Grande,7.52,False
banano,Valencia,Mediana,8.28,False
banano,Valencia,Pequeña,7.63,True
trigo,Canarias,Pequeña,4.46,True
café,Valencia,Pequeña,2.52,True
banano,Almeria,Mediana,5.36,False
banano,Canarias,Pequeña,1.1,False
café,Canarias,Pequeña,1.1,True
trigo,Murcia,Pequeña,2.77,True
trigo,Granada,Mediana,4.24,False
maíz,Almeria,Mediana,5.03,False
café,Almeria,Mediana,8.68,False
café,Canarias,Grande,3.86,False
cacao,Almeria,Pequeña,2.07,False
cacao,Murcia,Pequeña,5.68,True
arroz,Valencia,Grande,4.84,False
café,Canarias,Grande,1.57,True
cacao,Valencia,Mediana,6.27,False
maíz,Valencia,Grande,7.48,True
cacao,Almeria,Mediana,5.48,False
banano,Murcia,Mediana,6.27,True
banano,Canarias,Pequeña,3.86,True
trigo,Granada,Pequeña,4.65,False
café,Almeria,Grande,4.58,False
arroz,Valencia,Mediana,9.82,False
trigo,Valencia,Pequeña,7.51,False
trigo,Granada,Grande,8.45,False
arroz,Granada,Grande,7.02,False
arroz,Granada,Mediana,6.54,False
cacao,Valencia,Grande,1.53,True
banano,Murcia,Grande,2.17,True
maíz,Granada,Grande,6.04,True
arroz,Murcia,Pequeña,4.82,True
café,Canarias,Pequeña,2.35,True
maíz,Canarias,Pequeña,9.23,False
trigo,Canarias,Mediana,6.96,False
café,Valencia,Pequeña,8.72,True
café,Almeria,Pequeña,3.88,False
trigo,Valencia,Mediana,4.88,False
arroz,Almeria,Grande,9.62,False
maíz,Almeria,Mediana,5.24,True
café,Granada,Mediana,3.67,False
cacao,Valencia,Mediana,1.08,False
maíz,Murcia,Grande,6.73,False
trigo,Murcia,Mediana,7.82,True
banano,Murcia,Pequeña,6.77,False
café,Valencia,Pequeña,3.83,False
maíz,Valencia,Grande,8.07,True
café,Canarias,Mediana,7.77,False
trigo,Murcia,Pequeña,4.44,True
trigo,Valencia,Grande,8.36,False
trigo,Canarias,Grande,8.86,True
cacao,Murcia,Pequeña,1.47,False
arroz,Valencia,Pequeña,3.98,False
café,Granada,Grande,6.32,False
banano,Canarias,Mediana,1.29,True
banano,Almeria,Grande,5.43,True
trigo,Granada,Grande,1.98,False
banano,Murcia,Mediana,6.35,False
cacao,Granada,Grande,4.97,True
arroz,Murcia,Pequeña,9.56,False
trigo,Canarias,Grande,2.78,True
banano,Valencia,Grande,3.22,False
café,Almeria,Mediana,7.43,False
cacao,Valencia,Grande,5.87,False
trigo,Canarias,Mediana,3.93,True
café,Almeria,Grande,9.9,False
banano,Murcia,Grande,1.16,False
banano,Canarias,Mediana,2.44,False
café,Murcia,Pequeña,1.21,True
café,Almeria,Pequeña,8.5,True
trigo,Murcia,Pequeña,3.45,True
trigo,Canarias,Pequeña,9.15,True
café,Valencia,Pequeña,1.19,False
banano,Granada,Grande,4.09,True
cacao,Granada,Pequeña,1.27,False
trigo,Murcia,Mediana,8.46,False
cacao,Valencia,Grande,8.84,True
maíz,Valencia,Mediana,8.06,False
trigo,Valencia,Grande,1.31,False
trigo,Canarias,Mediana,9.67,False
café,Canarias,Pequeña,8.57,False
café,Canarias,Grande,4.08,True
café,Murcia,Pequeña,3.83,True
cacao,Almeria,Grande,4.84,False
banano,Almeria,Mediana,1.81,False
banano,Valencia,Grande,8.96,False
cacao,Valencia,Pequeña,3.47,True
café,Almeria,Pequeña,7.96,True
trigo,Almeria,Mediana,7.3,True
arroz,Murcia,Mediana,7.08,False
maíz,Granada,Grande,1.75,False
trigo,Canarias,Grande,5.7,False
banano,Valencia,Mediana,8.2,False
banano,Murcia,Pequeña,2.7,True
banano,Almeria,Pequeña,8.75,False
trigo,Granada,Mediana,8.54,True
maíz,Almeria,Pequeña,2.34,False
banano,Granada,Mediana,4.13,False
arroz,Almeria,Mediana,5.2,True
maíz,Murcia,Pequeña,4.6,False
banano,Granada,Grande,3.04,True
maíz,Almeria,Pequeña,1.05,True
maíz,Almeria,Mediana,5.74,False
maíz,Valencia,Grande,5.62,False
banano,Murcia,Mediana,5.15,False
trigo,Valencia,Mediana,8.79,False
maíz,Almeria,Mediana,5.47,False
cacao,Canarias,Grande,8.89,True
café,Granada,Mediana,2.47,False
arroz,Valencia,Mediana,5.21,True
arroz,Almeria,Grande,5.85,True
maíz,Granada,Mediana,2.21,True
cacao,Canarias,Pequeña,2.24,False
trigo,Granada,Mediana,9.39,False
trigo,Canarias,Grande,8.42,False
banano,Valencia,Mediana,1.7,True
cacao,Granada,Pequeña,8.2,False
café,Canarias,Mediana,5.0,True
banano,Canarias,Grande,5.34,True
café,Valencia,Grande,7.17,False
maíz,Murcia,Pequeña,3.1,False
maíz,Murcia,Grande,3.53,True
trigo,Murcia,Grande,9.51,True
trigo,Valencia,Grande,5.22,False
cacao,Murcia,Pequeña,8.11,True
banano,Valencia,Pequeña,2.02,True
maíz,Canarias,Grande,2.61,True
trigo,Canarias,Pequeña,7.69,False
maíz,Murcia,Mediana,3.97,True
café,Almeria,Grande,2.1,False
café,Almeria,Grande,2.46,False
café,Almeria,Pequeña,3.87,False
café,Canarias,Pequeña,9.74,True
cacao,Murcia,Pequeña,5.63,False
trigo,Granada,Grande,4.19,False
arroz,Canarias,Grande,6.21,True
maíz,Granada,Grande,2.07,True
maíz,Granada,Grande,2.01,False
maíz,Canarias,Grande,2.87,False
arroz,Canarias,Pequeña,7.13,False
maíz,Murcia,Mediana,6.46,False
trigo,Almeria,Grande,5.28,True
cacao,Murcia,Grande,7.37,False
maíz,Valencia,Grande,8.73,False
maíz,Murcia,Grande,2.69,False
trigo,Almeria,Pequeña,5.23,True
maíz,Murcia,Mediana,3.9,True
banano,Almeria,Grande,9.16,False
café,Valencia,Pequeña,3.55,False
maíz,Almeria,Mediana,7.37,True
arroz,Canarias,Pequeña,2.49,False
trigo,Canarias,Pequeña,1.25,True
café,Valencia,Mediana,4.59,True
banano,Almeria,Grande,8.49,True
trigo,Valencia,Mediana,8.22,False
arroz,Valencia,Mediana,5.94,True
arroz,Canarias,Pequeña,9.32,True
arroz,Granada,Pequeña,4.83,False
banano,Valencia,Grande,6.26,False
cacao,Valencia,Pequeña,5.24,False
banano,Murcia,Pequeña,9.41,True
café,Murcia,Grande,5.95,True
arroz,Almeria,Mediana,6.31,False
cacao,Canarias,Mediana,5.25,True
arroz,Almeria,Grande,4.68,False
arroz,Canarias,Grande,3.31,True
café,Almeria,Pequeña,3.58,False
banano,Almeria,Pequeña,5.69,False
arroz,Granada,Mediana,7.11,True
banano,Granada,Mediana,9.54,False
trigo,Valencia,Grande,4.69,False
trigo,Valencia,Grande,4.62,True
cacao,Canarias,Grande,2.91,False
maíz,Valencia,Grande,8.96,True
café,Murcia,Grande,4.75,False
banano,Valencia,Mediana,6.43,False
banano,Murcia,Pequeña,9.62,False
café,Valencia,Grande,8.04,False
maíz,Murcia,Mediana,6.09,False
banano,Murcia,Mediana,5.15,True
café,Murcia,Pequeña,2.13,True
arroz,Murcia,Mediana,6.92,False
arroz,Valencia,Mediana,3.57,True
maíz,Valencia,Pequeña,7.59,True
café,Almeria,Pequeña,9.88,False
arroz,Granada,Pequeña,6.01,True
arroz,Murcia,Grande,6.52,True
cacao,Canarias,Pequeña,6.01,False
banano,Granada,Mediana,4.69,False
cacao,Canarias,Pequeña,5.03,False
trigo,Granada,Mediana,2.49,True
arroz,Almeria,Grande,6.98,True
arroz,Canarias,Mediana,9.07,False
arroz,Valencia,Mediana,7.32,False
café,Murcia,Mediana,6.51,True
trigo,Almeria,Grande,4.19,True
banano,Valencia,Pequeña,4.53,True
banano,Murcia,Mediana,7.36,False
café,Almeria,Grande,2.01,True
maíz,Granada,Pequeña,3.75,True
café,Murcia,Grande,2.01,True
arroz,Canarias,Mediana,9.31,True
café,Almeria,Pequeña,9.99,False
cacao,Murcia,Grande,1.4,False
café,Murcia,Grande,2.55,False
café,Valencia,Pequeña,6.1,False
cacao,Valencia,Grande,1.68,False
café,Almeria,Pequeña,9.86,False
café,Almeria,Grande,2.91,False
arroz,Granada,Grande,1.48,False
cacao,Murcia,Pequeña,5.0,True
café,Valencia,Grande,9.7,False
café,Canarias,Pequeña,6.01,True
trigo,Valencia,Mediana,6.55,False
café,Valencia,Grande,5.4,True
banano,Granada,Mediana,3.17,True
banano,Murcia,Mediana,9.65,False
trigo,Granada,Grande,4.69,False
trigo,Valencia,Pequeña,7.56,False
trigo,Murcia,Grande,1.06,False
maíz,Almeria,Pequeña,4.65,True
trigo,Canarias,Pequeña,2.97,False
maíz,Granada,Pequeña,3.77,True
maíz,Granada,Pequeña,8.81,True
cacao,Valencia,Pequeña,9.34,True
trigo,Canarias,Grande,4.52,False
arroz,Valencia,Mediana,7.06,False
trigo,Canarias,Pequeña,9.65,True
maíz,Granada,Pequeña,5.64,True
arroz,Granada,Mediana,5.82,False
maíz,Canarias,Grande,3.52,False
banano,Almeria,Pequeña,5.75,True
cacao,Valencia,Pequeña,2.8,False
arroz,Murcia,Grande,8.17,False
banano,Valencia,Grande,7.19,True
maíz,Granada,Mediana,7.57,False
trigo,Almeria,Grande,9.13,True
banano,Almeria,Mediana,7.94,False
banano,Valencia,Pequeña,9.26,True
banano,Canarias,Mediana,5.14,False
maíz,Almeria,Mediana,6.08,False
trigo,Almeria,Pequeña,6.44,True
café,Murcia,Mediana,9.42,False
arroz,Canarias,Pequeña,5.89,False
maíz,Murcia,Mediana,9.18,False
cacao,Murcia,Pequeña,2.24,True
maíz,Granada,Pequeña,5.38,False
arroz,Murcia,Mediana,4.57,True
café,Murcia,Grande,9.23,False
arroz,Granada,Mediana,5.6,False
banano,Canarias,Pequeña,7.12,False
arroz,Murcia,Mediana,3.7,True
café,Granada,Pequeña,2.96,True
café,Almeria,Pequeña,1.24,False
cacao,Canarias,Mediana,4.02,False
banano,Valencia,Pequeña,5.81,False
maíz,Almeria,Grande,7.82,True
arroz,Valencia,Grande,3.19,False
cacao,Granada,Mediana,7.56,True
café,Murcia,Grande,1.34,True
trigo,Murcia,Pequeña,9.08,True
café,Valencia,Mediana,9.93,False
cacao,Canarias,Grande,6.3,True
cacao,Canarias,Pequeña,1.05,False
trigo,Murcia,Mediana,3.4,False
café,Valencia,Mediana,3.81,True
arroz,Valencia,Pequeña,9.08,True
trigo,Granada,Grande,5.24,False
banano,Valencia,Pequeña,2.28,True
maíz,Murcia,Mediana,6.76,False
café,Canarias,Grande,8.75,False
café,Murcia,Grande,3.75,True
café,Granada,Pequeña,6.39,True
arroz,Granada,Mediana,5.33,True
maíz,Valencia,Mediana,7.31,True
maíz,Murcia,Pequeña,9.19,True
arroz,Granada,Grande,6.2,False
maíz,Canarias,Mediana,2.91,False
maíz,Canarias,Mediana,5.98,False
arroz,Granada,Pequeña,8.73,False
maíz,Canarias,Mediana,9.53,False
arroz,Almeria,Mediana,2.32,False
cacao,Murcia,Mediana,2.96,True
maíz,Granada,Mediana,8.73,True
maíz,Canarias,Mediana,3.99,True
trigo,Murcia,Mediana,5.4,False
maíz,Almeria,Grande,9.09,True
maíz,Valencia,Grande,7.19,True
arroz,Granada,Mediana,6.29,False
trigo,Canarias,Pequeña,9.66,True
arroz,Granada,Pequeña,6.91,True
cacao,Almeria,Mediana,3.11,True
arroz,Canarias,Pequeña,5.69,False
trigo,Canarias,Mediana,1.82,False
café,Granada,Mediana,3.44,True
arroz,Granada,Grande,3.79,True
café,Murcia,Mediana,6.84,False
café,Granada,Pequeña,1.3,False
cacao,Valencia,Grande,5.72,True
banano,Canarias,Grande,8.17,True
cacao,Murcia,Mediana,9.87,True
cacao,Valencia,Grande,1.64,True
café,Valencia,Mediana,7.94,True
café,Canarias,Pequeña,7.8,False
café,Almeria,Grande,1.71,True
trigo,Valencia,Mediana,9.31,True
trigo,Almeria,Grande,6.1,True
café,Murcia,Pequeña,7.51,False
maíz,Canarias,Grande,7.26,True
café,Granada,Mediana,1.34,True
arroz,Granada,Pequeña,8.66,True
trigo,Murcia,Grande,6.77,True
cacao,Canarias,Grande,5.04,True
maíz,Murcia,Pequeña,4.33,False
cacao,Valencia,Mediana,3.42,True
arroz,Almeria,Mediana,6.32,True
café,Almeria,Pequeña,6.92,True
banano,Canarias,Mediana,6.96,False
banano,Almeria,Pequeña,1.66,False
maíz,Murcia,Pequeña,4.23,False
banano,Almeria,Pequeña,2.72,False
banano,Canarias,Pequeña,7.07,False
café,Canarias,Pequeña,7.7,True
banano,Canarias,Grande,5.32,True
arroz,Almeria,Grande,3.85,True
maíz,Murcia,Grande,5.42,False
cacao,Murcia,Mediana,9.63,True
arroz,Almeria,Mediana,6.51,True
café,Valencia,Pequeña,6.58,False
trigo,Granada,Mediana,9.38,False
café,Canarias,Pequeña,8.39,True
banano,Granada,Mediana,4.55,True
café,Canarias,Pequeña,5.33,True
trigo,Murcia,Mediana,4.19,True
cacao,Murcia,Mediana,1.9,False
cacao,Canarias,Pequeña,9.66,False
cacao,Murcia,Mediana,9.36,True
arroz,Granada,Grande,6.27,True
cacao,Granada,Pequeña,5.5,True
café,Granada,Grande,9.18,False
trigo,Valencia,Mediana,3.94,False
trigo,Murcia,Pequeña,5.92,False
cacao,Murcia,Grande,1.94,True
arroz,Canarias,Grande,9.21,True
cacao,Murcia,Grande,2.78,True
cacao,Granada,Pequeña,2.42,True
café,Valencia,Grande,3.58,True
maíz,Canarias,Grande,2.54,True
cacao,Valencia,Grande,8.23,True
maíz,Canarias,Mediana,7.04,True
cacao,Canarias,Mediana,7.65,False
café,Canarias,Pequeña,3.84,False
banano,Valencia,Mediana,1.72,False
trigo,Murcia,Grande,1.84,False
arroz,Granada,Grande,7.92,True
trigo,Canarias,Mediana,2.34,False
café,Valencia,Grande,9.32,False
trigo,Almeria,Grande,6.61,True
maíz,Murcia,Grande,9.58,True
banano,Valencia,Grande,9.84,False
trigo,Valencia,Grande,8.71,True
maíz,Almeria,Mediana,3.3,True
maíz,Valencia,Grande,9.63,True
trigo,Valencia,Pequeña,1.37,False
cacao,Valencia,Grande,4.34,True
banano,Murcia,Mediana,4.02,True
trigo,Granada,Mediana,4.15,True
cacao,Canarias,Pequeña,5.18,True
maíz,Murcia,Mediana,6.69,True
maíz,Canarias,Grande,4.76,True
maíz,Canarias,Grande,2.09,True
cacao,Valencia,Grande,1.51,False
arroz,Almeria,Pequeña,6.16,False
maíz,Valencia,Mediana,2.34,False
maíz,Murcia,Pequeña,3.45,True
café,Valencia,Pequeña,2.52,False
trigo,Almeria,Pequeña,7.63,True
maíz,Murcia,Grande,9.04,False
trigo,Valencia,Grande,9.81,True
trigo,Almeria,Grande,1.44,True
trigo,Canarias,Pequeña,9.33,True
arroz,Granada,Mediana,4.05,False
banano,Valencia,Grande,2.48,True
cacao,Canarias,Mediana,6.24,False
maíz,Murcia,Mediana,2.48,False
cacao,Valencia,Mediana,6.85,False
banano,Canarias,Pequeña,7.07,True
cacao,Murcia,Grande,2.56,True
café,Canarias,Pequeña,4.68,False
cacao,Almeria,Grande,3.29,True
banano,Almeria,Grande,9.64,True
trigo,Valencia,Grande,4.25,False
trigo,Murcia,Pequeña,9.8,False
arroz,Valencia,Mediana,7.54,False
maíz,Almeria,Pequeña,9.3,True
trigo,Valencia,Pequeña,2.5,False
banano,Valencia,Pequeña,5.98,False
café,Granada,Pequeña,1.85,True
arroz,Valencia,Mediana,7.61,True
banano,Canarias,Pequeña,9.17,False
café,Murcia,Grande,7.68,True
cacao,Almeria,Pequeña,3.09,False
banano,Almeria,Mediana,1.8,False
café,Murcia,Grande,6.45,True
maíz,Murcia,Mediana,7.02,False
banano,Canarias,Grande,2.5,True
café,Canarias,Pequeña,6.07,True
trigo,Almeria,Pequeña,5.14,True
cacao,Canarias,Mediana,1.96,True
café,Canarias,Grande,8.55,False
arroz,Murcia,Grande,1.57,True
banano,Murcia,Mediana,8.47,True
café,Almeria,Mediana,3.88,False
cacao,Almeria,Mediana,3.14,False
trigo,Canarias,Grande,1.58,False
banano,Granada,Mediana,2.26,True
trigo,Murcia,Grande,6.17,True
banano,Murcia,Grande,9.69,False
arroz,Almeria,Grande,8.18,True
arroz,Valencia,Grande,4.13,False
trigo,Granada,Grande,8.6,True
arroz,Murcia,Mediana,6.13,True
maíz,Granada,Grande,3.31,True
café,Granada,Grande,8.34,False
maíz,Granada,Grande,4.54,True
arroz,Almeria,Mediana,1.55,False
trigo,Almeria,Pequeña,9.83,False
trigo,Granada,Grande,5.34,True
arroz,Canarias,Mediana,2.67,True
trigo,Canarias,Mediana,6.35,True
banano,Almeria,Pequeña,5.73,True
trigo,Murcia,Mediana,3.44,False
cacao,Murcia,Grande,3.06,False
trigo,Almeria,Mediana,4.88,True
maíz,Murcia,Pequeña,3.17,False
arroz,Almeria,Mediana,3.64,False
arroz,Granada,Grande,9.93,False
cacao,Granada,Grande,7.18,False
cacao,Valencia,Grande,3.78,True
banano,Murcia,Grande,4.56,False
maíz,Canarias,Grande,3.96,False
cacao,Almeria,Mediana,5.98,False
maíz,Almeria,Mediana,4.73,False
maíz,Murcia,Mediana,2.11,False
café,Murcia,Mediana,5.19,False
arroz,Murcia,Mediana,8.42,False
cacao,Almeria,Grande,6.03,True
banano,Almeria,Mediana,7.26,True
cacao,Granada,Grande,6.17,True
café,Almeria,Pequeña,5.5,True
trigo,Canarias,Pequeña,4.81,False
trigo,Canarias,Pequeña,6.82,False
banano,Valencia,Pequeña,2.46,True
trigo,Canarias,Grande,6.12,True
maíz,Valencia,Grande,7.11,True
maíz,Canarias,Mediana,1.14,False
banano,Canarias,Mediana,1.79,False
café,Almeria,Mediana,4.02,False
banano,Granada,Pequeña,6.49,False
cacao,Valencia,Grande,2.85,True
banano,Canarias,Pequeña,2.74,False
arroz,Valencia,Grande,6.52,True
cacao,Almeria,Grande,1.56,True
arroz,Granada,Grande,1.57,True
arroz,Valencia,Mediana,6.44,True
maíz,Murcia,Grande,8.24,False
café,Valencia,Grande,2.04,False
banano,Valencia,Mediana,3.72,False
café,Murcia,Grande,3.04,True
maíz,Valencia,Mediana,1.43,True
banano,Canarias,Mediana,5.42,True
banano,Granada,Pequeña,6.05,True
banano,Valencia,Grande,4.37,True
café,Murcia,Grande,9.48,False
arroz,Canarias,Mediana,6.63,False
cacao,Almeria,Grande,4.36,True
maíz,Valencia,Mediana,1.12,True
banano,Canarias,Grande,5.48,True
banano,Canarias,Pequeña,7.42,False
café,Canarias,Pequeña,7.29,True
trigo,Canarias,Mediana,5.27,False
